id_player,minutes_played,match_played,goals,assists,distance_covered
ID_476,219,4,0,0,28.3
ID_477,218,7,1,0,28.9
ID_478,218,6,0,0,31.1
ID_479,216,5,0,1,26.6
ID_480,212,4,0,2,28.2
ID_481,212,4,0,0,28
ID_482,212,4,0,0,25.4
ID_483,211,4,1,0,29.4
ID_484,210,5,0,1,28.9
ID_485,209,4,2,0,26.9
ID_486,206,6,0,0,25.4
ID_487,205,4,0,0,29.6
ID_488,205,3,1,0,27.9
ID_489,204,4,0,0,26.4
ID_490,204,4,0,0,23.5
ID_491,204,3,0,0,22.3
ID_492,203,5,1,0,24
ID_493,203,3,3,0,22.3
ID_494,201,4,1,1,28.3
ID_495,200,4,0,0,28.1
ID_496,196,5,0,0,25.1
ID_497,195,4,0,1,24.5
ID_498,194,8,0,0,24.6
ID_499,192,5,0,1,25.8
ID_500,192,3,0,1,23.5
ID_501,189,3,0,0,19.8
ID_502,188,4,0,0,23.3
ID_503,187,3,0,0,22
ID_504,186,4,0,0,24.9
ID_505,184,3,0,0,18.6
ID_506,182,4,0,0,24.4
ID_507,182,3,0,0,23.1
ID_508,180,2,1,0,20.9
ID_509,180,2,1,0,19.6
ID_510,180,2,0,0,21.4
ID_511,180,2,0,0,19.1
ID_512,180,2,0,0,18.8
ID_513,180,2,0,0,11.1
ID_514,180,2,0,0,10.6
ID_515,180,2,0,0,8.4
ID_516,179,6,0,0,24.2
ID_517,179,3,0,0,22.3
ID_518,177,4,0,0,21.7
ID_519,175,3,1,0,20.4
ID_520,172,3,1,0,23
ID_521,171,4,0,0,20.2
ID_522,170,5,0,0,24.3
ID_523,170,5,0,0,20.6
ID_524,169,3,0,0,22
ID_525,168,6,1,0,20.6
ID_526,168,4,1,1,19.7
ID_527,168,4,0,0,25.8
ID_528,167,3,0,0,21.1
ID_529,165,2,0,0,17.9
ID_530,164,4,0,0,21.9
ID_531,162,5,0,0,22.1
ID_532,162,5,0,0,21.5
ID_533,160,4,0,0,22
ID_534,160,4,0,0,16.4
ID_535,159,5,0,0,23
ID_536,158,2,0,0,20.7
ID_537,157,6,0,0,21.2
ID_538,156,4,0,1,20.9
ID_539,156,4,0,0,19.9
ID_540,156,3,1,0,21.6
ID_541,155,6,1,1,19
ID_542,155,3,0,0,19.9
ID_543,155,2,0,0,18.7
ID_544,154,6,0,0,21.6
ID_545,154,3,1,0,19.7
ID_546,150,5,0,0,20.9
ID_547,147,4,0,1,18.8
ID_548,147,3,0,0,19.2
ID_549,146,3,0,1,14.4
ID_550,144,6,0,0,19.6
ID_551,142,5,0,0,18.3
ID_552,142,3,0,0,19
ID_553,139,3,0,1,16.6
ID_554,136,3,0,0,15.1
ID_555,135,2,0,0,15.3
ID_556,133,5,0,0,19.6
ID_557,131,5,0,0,18.9
ID_558,131,5,0,0,18
ID_559,131,4,0,0,16
ID_560,131,3,0,0,16.5
ID_561,130,5,1,0,16.9
ID_562,129,5,0,1,15.9
ID_563,126,3,0,0,16.7
ID_564,126,2,0,0,14.8
ID_565,125,5,0,0,17.3
ID_566,125,4,0,0,15.1
ID_567,124,4,0,0,18.9
ID_568,123,2,0,0,14.6
ID_569,122,3,0,0,14.8
ID_570,119,4,0,0,17.6
ID_571,119,3,0,0,15.6
ID_572,117,2,1,0,13
ID_573,116,4,0,1,14
ID_574,116,4,0,0,15.3
ID_575,115,5,0,0,14.3
ID_576,115,2,1,0,15.6
ID_577,114,6,0,0,15.6
ID_578,113,3,0,0,16
ID_579,109,5,0,0,15.4
ID_580,109,4,0,0,14.3
ID_581,106,5,0,0,14.8
ID_582,104,6,0,0,15.7
ID_583,104,2,0,0,14
ID_584,104,2,0,0,12.4
ID_585,101,3,0,0,12.8
ID_586,101,2,1,0,12.1
ID_587,101,2,0,0,10.5
ID_588,100,2,0,0,13.4
ID_589,100,2,0,0,11.9
ID_590,98,3,0,0,10.9
ID_591,97,5,1,0,14.6
ID_592,97,2,0,0,12.3
ID_593,96,3,0,0,13.2
ID_594,96,3,0,0,12.7
ID_595,94,2,0,0,12.9
ID_596,93,3,0,0,13.5
ID_597,93,2,0,0,10.8
ID_598,91,3,0,0,13.1
ID_599,91,2,0,0,11.6
ID_600,90,2,0,0,11.1
ID_601,90,1,0,0,11.8
ID_602,90,1,0,0,10.9
ID_603,90,1,0,0,10.8
ID_604,90,1,0,0,10.7
ID_605,90,1,0,0,10.2
ID_606,90,1,0,0,10.2
ID_607,90,1,0,0,9.5
ID_608,90,1,0,0,9.4
ID_609,90,1,0,0,6.2
ID_610,90,1,0,0,6
ID_611,90,1,0,0,5.7
ID_612,90,1,0,0,5.6
ID_613,90,1,0,0,5.4
ID_614,90,1,0,0,4.8
ID_615,90,1,0,0,4.7
ID_616,90,1,0,0,4.5
ID_617,90,1,0,0,4.3
ID_618,90,1,0,0,4
ID_619,89,2,0,0,12.4
ID_620,88,4,0,0,12.6
ID_621,88,2,0,1,10.9
ID_622,85,2,0,1,11
ID_623,84,2,0,0,11.8
ID_624,84,2,0,0,9.8
ID_625,83,5,0,0,13.6
ID_626,83,2,0,0,11.2
ID_627,83,2,0,0,10.2
ID_628,81,2,0,0,10.9
ID_629,81,2,0,0,10.8
ID_630,80,5,1,0,14.3
ID_631,80,3,0,0,11.1
ID_632,79,3,0,0,10.2
ID_633,79,3,0,0,9.8
ID_634,78,4,0,0,11.6
ID_635,75,5,0,0,10.1
ID_636,75,4,0,0,11.7
ID_637,75,4,0,0,11.2
ID_638,74,2,0,0,8.4
ID_639,73,3,1,0,10
ID_640,73,1,0,0,8.4
ID_641,71,5,0,0,13.8
ID_642,71,1,0,0,8.1
ID_643,70,4,0,0,8.3
ID_644,68,6,0,0,11.8
ID_645,68,3,0,0,8.6
ID_646,68,1,0,0,8.3
ID_647,68,1,0,0,4.4
ID_648,67,2,0,0,7.1
ID_649,66,5,0,0,11.6
ID_650,63,2,0,0,7.8
ID_651,60,4,0,0,9.4
ID_652,60,3,0,0,8.7
ID_653,60,2,0,0,7.6
ID_654,56,3,0,0,8.1
ID_655,56,3,0,0,8.1
ID_656,56,2,0,0,8.3
ID_657,56,1,0,0,6.9
ID_658,55,3,0,0,8.7
ID_659,54,2,0,0,8.7
ID_660,52,4,0,0,8.5
ID_661,52,3,0,0,7.2
ID_662,52,2,0,0,7.4
ID_663,52,2,0,0,6.4
ID_664,51,4,0,0,7.2
ID_665,49,4,1,0,6.7
ID_666,47,4,0,0,8.7
ID_667,47,3,0,0,6.5
ID_668,45,1,0,0,6.2
ID_669,45,1,0,0,5.3
ID_670,40,3,1,0,7
ID_671,39,5,0,0,8.3
ID_672,38,4,1,0,7.9
ID_673,38,3,0,0,6.6
ID_674,37,2,0,0,5.4
ID_675,36,2,0,0,6.6
ID_676,34,3,0,0,5.7
ID_677,33,2,0,1,4.8
ID_678,32,1,0,0,4
ID_679,31,1,0,0,3.9
ID_680,29,1,0,0,3.7
ID_681,26,2,0,0,3.7
ID_682,24,2,0,0,3.7
ID_683,24,2,0,0,3.5
ID_684,24,1,0,1,3.6
ID_685,23,3,0,0,4.5
ID_686,23,2,0,1,4.2
ID_687,23,1,0,0,3.1
ID_688,22,2,0,0,3.6
ID_689,22,1,0,0,3.8
ID_690,22,1,0,0,3.3
ID_691,22,1,0,0,1.9
ID_692,21,2,0,1,3.6
ID_693,20,3,0,0,5.1
ID_694,20,3,0,0,4.2
ID_695,20,1,0,0,3.2
ID_696,20,1,0,0,2.7
ID_697,19,2,0,0,4
ID_698,19,2,0,0,3.7
ID_699,18,2,0,0,3.6
ID_700,18,2,0,0,3.3
ID_701,17,1,0,0,2.4
ID_702,17,1,0,0,1.9
ID_703,17,1,0,0,1.1
ID_704,16,2,0,0,2.7
ID_705,15,2,0,0,3.6
ID_706,15,1,0,0,2.4
ID_707,15,1,0,0,1.9
ID_708,14,2,0,0,3.2
ID_709,14,2,0,0,3
ID_710,13,1,0,0,2
ID_711,11,1,1,0,2.2
ID_712,11,1,0,0,2
ID_713,11,1,0,0,1.7
ID_714,10,1,0,0,1.8
ID_715,10,1,0,0,1.6
ID_716,9,2,0,0,2.2
ID_717,9,1,0,0,2.1
ID_718,9,1,0,0,1.9
ID_719,9,1,0,0,1.8
ID_720,9,1,0,0,1.8
ID_721,9,1,0,0,1.8
ID_722,8,1,0,0,1.5
ID_723,8,1,0,0,1.3
ID_724,7,1,0,0,1.3
ID_725,7,1,0,0,1.2
ID_726,7,1,0,0,-
ID_727,6,1,0,0,1.2
ID_728,6,1,0,0,1.1
ID_729,5,1,0,0,1.1
ID_730,4,1,0,0,1.3
ID_731,4,1,0,0,1.2
ID_732,4,1,0,0,1
ID_733,4,1,0,0,0.5
ID_734,3,1,0,0,1.3
ID_735,3,1,0,0,1
ID_736,3,1,0,0,0.9
ID_737,3,1,0,0,0.8
ID_738,2,1,0,0,1.1
ID_739,1,1,0,0,1
ID_740,1,1,0,0,1
ID_741,1,1,0,0,0.8
ID_742,1,1,0,0,0.8
ID_743,1,1,0,0,0.7
ID_744,1,1,0,0,0.7
ID_745,1,1,0,0,0.5
ID_746,1,1,0,0,0.2
ID_747,1,1,0,0,-
